country,region,year,sector,population,gdp_billion_usd,co2_emissions_million_tons,scenario
Italy,Europe,2023,Transport,1487578413.0,2169268.43,8620.23,Baseline
Bangladesh,Asia,2014,Industry,1847052820.0,344912.76121342514,,Policy_Reduction
Vietnam,Asia,2012,Residential,367018120.0,1185600.9402214708,,Renewable_Transition
China,Asia,2002,Agriculture,186689373.0,,319.8,Baseline
Germany,Europe,2021,Transport,355508188.0,6564468.287036314,5999.26,Policy_Reduction
Turkey,Middle East,2022,Energy,460882078.0,2778460.93,19193.35,Baseline
South Korea,Asia,2005,Agriculture,1386497803.0,2073950.5054524604,482.75,Policy_Reduction
Philippines,Asia,2023,Transport,149953115.0,12500557.93,2404.85,Baseline
Argentina,South America,2022,Energy,714286830.0,5748467.584399514,2053.95,Renewable_Transition
Iran,Asia,2020,Transport,960241309.0,1573493.8873555174,730.01,Policy_Reduction
Turkey,Middle East,2012,Residential,339109456.0,1508323.671395348,2065.72,Policy_Reduction
Iran,Asia,2011,Transport,991412483.0,985401.5629134261,338.33,High_Growth
Argentina,South America,1996,Energy,575714988.0,2317807.158689781,,Policy_Reduction
Australia,Oceania,2018,Energy,809705220.0,385136.6186416401,4442.64,Renewable_Transition
Egypt,Africa,2010,Transport,,4160951.4710782333,376.51,Policy_Reduction
Iran,Asia,1995,Energy,806277831.0,456752.0,831.38,Baseline
India,Asia,2001,Industry,1542894526.0,2112384.5684559145,3978.81,High_Growth
Iran,Asia,1998,Transport,822440553.0,,265.88,Policy_Reduction
Germany,Europe,2024,Transport,315674142.0,6878465.480090603,1035.36,Policy_Reduction
Russia,Europe,1996,Transport,1243896335.0,1606820.9352284344,775.72,Policy_Reduction
Japan,Asia,2009,Agriculture,442775427.0,3515064.7838040013,1483.75,High_Growth
Mexico,North America,2015,Residential,319816860.0,395763.94266288134,412.13,High_Growth
South Africa,Africa,2000,Energy,444105875.0,724473.09,1573.84,Baseline
Pakistan,Asia,2022,Agriculture,1725945262.0,3755481.87,765.54,Baseline
Vietnam,Asia,2002,Energy,285920140.0,945381.1271247716,4640.21,High_Growth
Argentina,South America,2016,Transport,708844266.0,6230278.575963979,807.55,High_Growth
Russia,Europe,2019,Transport,,5221658.35,,Baseline
United States,North America,2015,Transport,1521916004.0,,1083.24,Baseline
GERMANY,Europe,2018,Industry,271469414.0,4511591.956274849,6962.32,High_Growth
Brazil,South America,1998,Agriculture,423025985.0,2672041.949491399,1293.71,High_Growth
Philippines,Asia,1999,Industry,129761054.0,2814668.84899534,2332.81,Renewable_Transition
Spain,Europe,1995,Residential,548309259.0,1475533.0,939.77,Baseline
Japan,Asia,2020,Transport,598454104.0,3833637.54,2184.37,Baseline
Pakistan,Asia,2018,Residential,1777272685.0,6637105.026664162,,High_Growth
Mexico,North America,2006,Energy,253618726.0,193419.0773877791,1852.4,High_Growth
Argentina,South America,1995,Agriculture,567377065.0,,435.21,High_Growth
CANADA,North America,2010,Energy,840058641.0,1123756.216306643,6370.4,Policy_Reduction
United Kingdom,Europe,2014,Transport,98198912.0,2120293.8793189325,,Policy_Reduction
Malaysia,Asia,2000,Transport,,2117380.376776007,1605.43,Policy_Reduction
Germany,Europe,2021,Energy,355508188.0,,7781.16,High_Growth
Pakistan,Asia,2019,Industry,1639884474.0,4015083.85005446,1481.08,Renewable_Transition
Mexico,North America,2004,Transport,251131181.0,,488.73,Baseline
Iran,Asia,2012,Transport,1091965749.0,826707.9738302487,489.81,High_Growth
Turkey,Middle East,2008,Residential,321621250.0,943930.5631924117,1241.68,Policy_Reduction
India,Asia,2023,Energy,2226977323.0,5225475.215003238,10647.08,Policy_Reduction
Russia,Europe,2011,Energy,1497683631.0,3374896.3,3050.1,Baseline
UAE,Asia,2023,Residential,892295406.0,4792139.318608656,,Policy_Reduction
Egypt,Africa,2015,Industry,1243956051.0,4373583.242384549,549.65,Renewable_Transition
China,Asia,2018,Agriculture,,4027267.779998339,219.52,Policy_Reduction
Argentina,South America,2021,Residential,903781224.0,5630874.1554962825,541.17,Policy_Reduction
Thailand,Asia,2021,Industry,52488537.0,9998744.385640426,703.47,Renewable_Transition
Argentina,South America,2024,Energy,852043443.0,,,High_Growth
Spain,Europe,2007,Transport,640195702.0,2955696.8489362705,1445.31,Renewable_Transition
Thailand,Asia,2000,Energy,35665581.0,4040936.3747832025,788.05,High_Growth
United Kingdom,Europe,2000,Agriculture,73457711.0,1259802.8763127755,,Renewable_Transition
South Korea,Asia,2005,Industry,1386497803.0,2016856.78,1135.97,Baseline
Malaysia,Asia,2009,Agriculture,1702080648.0,3683373.7804202545,860.67,Renewable_Transition
Nigeria,Africa,2002,Agriculture,1396762637.0,,35.55,Renewable_Transition
Vietnam,Asia,2014,Transport,378676354.0,1582130.3776731282,3194.78,Policy_Reduction
Mexico,North America,1999,Industry,235103143.0,159717.34,626.09,Baseline
Turkey,Middle East,2019,Agriculture,326574468.0,1385857.55,1698.81,Baseline
Indonesia,Asia,2018,Energy,,3965035.98,16347.54,Baseline
Nigeria,Africa,2022,Industry,,4418797.11,291.99,Baseline
Turkey,Middle East,2023,Agriculture,430266840.0,,1367.65,Policy_Reduction
Vietnam,Asia,2020,Agriculture,370777179.0,1420629.8295962007,1467.99,High_Growth
Brazil,South America,2000,Transport,426928890.0,2715267.48,2236.17,Baseline
United States,North America,2007,Residential,1566775202.0,339664.5770926389,825.93,Policy_Reduction
NIGERIA,Africa,1999,Transport,1392789695.0,2226685.2268498824,113.9,High_Growth
Japan,Asia,2010,Energy,437330769.0,3344158.944322025,3315.41,Renewable_Transition
Japan,Asia,2009,Agriculture,442775427.0,3219429.8968520914,1081.35,Policy_Reduction
Brazil,South America,2000,Industry,426928890.0,2667799.5466673416,,Policy_Reduction
Russia,Europe,2011,Energy,1497683631.0,3480351.8838437744,2183.28,Renewable_Transition
Russia,Europe,2000,Transport,1306848309.0,1638992.555070133,669.72,Renewable_Transition
Australia,Oceania,2021,Residential,870811137.0,368928.76460362383,1898.98,High_Growth
South Africa,Africa,2010,Agriculture,506218396.0,1255302.1,249.12,Baseline
Pakistan,Asia,2020,Industry,2133945346.0,5598523.486632732,,Policy_Reduction
Spain,Europe,2017,Transport,688539887.0,2522267.040762794,2002.85,Renewable_Transition
Bangladesh,Asia,2000,Transport,1435210793.0,,2345.65,High_Growth
France,Europe,2003,Industry,1359188151.0,926327.53,,Baseline
Japan,Asia,2020,Residential,598454104.0,4242559.179339285,,High_Growth
Turkey,Middle East,2004,Energy,308770965.0,978635.29,8709.33,Baseline
Pakistan,Asia,2017,Agriculture,1820665172.0,6096194.604178564,605.68,High_Growth
UAE,Asia,1996,Industry,762459090.0,1945095.2533235943,3052.07,High_Growth
Italy,Europe,2001,Energy,982071027.0,1588725.192903599,9504.99,High_Growth
INDONESIA,Asia,1999,Agriculture,513189803.0,1436012.9,,Baseline
Turkey,Middle East,2017,Transport,399703949.0,1514432.1248810284,1654.11,Policy_Reduction
Canada,North America,2005,Agriculture,872800069.0,1108751.0320099713,1163.31,High_Growth
Indonesia,Asia,2023,Industry,852984751.0,2512193.59,2064.82,Baseline
Thailand,Asia,2008,Residential,37763519.0,,161.67,Renewable_Transition
Brazil,South America,2013,Residential,541860807.0,4475622.432811831,3968.7,High_Growth
Egypt,Africa,1995,Energy,1009736337.0,2671630.3615670074,889.14,High_Growth
Indonesia,Asia,2016,Industry,659179769.0,3940667.081493807,7185.82,High_Growth
Philippines,Asia,2015,Residential,148340918.0,7276948.088417519,1896.07,Policy_Reduction
Japan,Asia,2004,Residential,454168035.0,3485728.5846497277,1354.52,Renewable_Transition
Mexico,North America,2002,Agriculture,245595949.0,206052.98975793293,198.79,Policy_Reduction
Egypt,Africa,2003,Industry,1125300919.0,,404.79,Baseline
Germany,Europe,2008,Transport,294525696.0,5595121.222517032,4467.21,High_Growth
Japan,Asia,2018,Residential,588095359.0,3669859.291226634,2816.98,Policy_Reduction
Mexico,North America,2024,Transport,299737913.0,430399.9160192231,,Renewable_Transition
France,Europe,2016,Industry,1759565033.0,1718877.8615785427,4527.03,Renewable_Transition
Russia,Europe,2004,Industry,1466726726.0,1826647.16,1324.34,Baseline
Argentina,South America,2007,Agriculture,640658785.0,2907863.77,537.61,Baseline
South Korea,Asia,2018,Agriculture,,5239280.766324828,,High_Growth
Pakistan,Asia,2023,Industry,1906733181.0,3421913.442512509,1584.01,Renewable_Transition
Saudi Arabia,Middle East,2009,Industry,,2846255.7822257387,262.98,Renewable_Transition
Philippines,Asia,2001,Industry,134756716.0,3599736.1614266504,2683.57,Policy_Reduction
Italy,Europe,2015,Agriculture,1150325002.0,1960147.0222213364,1433.85,Policy_Reduction
RUSSIA,Europe,2007,Transport,1346362250.0,2508569.3226538296,774.27,Policy_Reduction
Brazil,South America,1998,Energy,423025985.0,,5074.26,Renewable_Transition
RUSSIA,Europe,2007,Transport,1346362250.0,2399277.86,937.92,Baseline
Vietnam,Asia,2021,Energy,413210620.0,2921357.8094535954,11484.05,High_Growth
Russia,Europe,2003,Residential,,1915908.18,534.68,Baseline
Canada,North America,2001,Agriculture,824882299.0,1128703.2667825208,955.62,High_Growth
South Korea,Asia,2002,Residential,1275166560.0,1849449.2279581723,,Policy_Reduction
Brazil,South America,1996,Agriculture,413653576.0,2222588.83,1009.65,Baseline
Canada,North America,1995,Industry,735464744.0,828532.3054532413,2420.19,Policy_Reduction
Japan,Asia,2017,Agriculture,492854095.0,3806869.515648224,1295.04,Renewable_Transition
Iran,Asia,1996,Transport,,543320.7675738386,362.1,High_Growth
Germany,Europe,2014,Energy,297822328.0,4557390.6016891515,3240.82,Renewable_Transition
South Korea,Asia,1999,Industry,1198227967.0,1785820.3653278272,,Policy_Reduction
France,Europe,2013,Energy,1696957279.0,1444445.7733594996,10057.48,High_Growth
Japan,Asia,2002,Agriculture,446709569.0,3136394.6002764353,969.19,Policy_Reduction
United Kingdom,Europe,2002,Residential,77035477.0,1287698.9040321363,960.24,Renewable_Transition
Indonesia,Asia,2014,Industry,659332315.0,2487547.640733638,,Renewable_Transition
Brazil,South America,2010,Transport,,3156919.916652994,1791.82,Policy_Reduction
Nigeria,Africa,2017,Industry,1821440510.0,5490750.5428271,100.52,Policy_Reduction
Egypt,Africa,2003,Transport,1125300919.0,3517796.8786834525,323.57,Renewable_Transition
United Kingdom,Europe,2024,Transport,,4519215.3,,Baseline
Germany,Europe,2003,Agriculture,257833453.0,3261519.46205233,911.82,High_Growth
Canada,North America,2015,Industry,844737733.0,1909355.8674005938,3042.26,High_Growth
Argentina,South America,2019,Transport,752374258.0,4991811.213855891,466.12,Policy_Reduction
Australia,Oceania,2010,Transport,640926464.0,308655.9830445875,3048.64,Policy_Reduction
South Korea,Asia,1997,Industry,1193664656.0,,1103.15,Policy_Reduction
Malaysia,Asia,2005,Transport,1613079685.0,2570395.4021731187,2300.59,High_Growth
France,Europe,1999,Energy,1298070296.0,729561.6,,Baseline
South Korea,Asia,2008,Residential,1415467543.0,3325067.7489602137,485.04,Renewable_Transition
Russia,Europe,2018,Residential,1910816235.0,,1162.61,Renewable_Transition
Argentina,South America,2006,Industry,634517443.0,3975859.65,1297.63,Baseline
RUSSIA,Europe,2004,Transport,1466726726.0,1826647.16,1044.8,Baseline
SOUTH AFRICA,Africa,2012,Agriculture,535883788.0,953921.295269279,161.76,Renewable_Transition
Canada,North America,2012,Agriculture,887594841.0,2103268.1597840334,684.38,High_Growth
Mexico,North America,2008,Industry,259575743.0,240614.26187307932,570.36,Renewable_Transition
Saudi Arabia,Middle East,2023,Energy,1469704274.0,,534.36,High_Growth
INDONESIA,Asia,1995,Agriculture,501337509.0,1459910.5942875685,1106.08,High_Growth
India,Asia,2010,Transport,1721423959.0,3147662.428017843,1894.36,Policy_Reduction
Turkey,Middle East,1999,Industry,292169883.0,775468.52,3417.01,Baseline
INDIA,Asia,2004,Agriculture,1631780357.0,1730499.9594866226,923.51,Renewable_Transition
United Kingdom,Europe,2013,Transport,82942394.0,2226162.5929264734,2804.74,Policy_Reduction
Japan,Asia,1998,Energy,424523943.0,2396562.316506072,4587.65,Renewable_Transition
Vietnam,Asia,2010,Transport,339812793.0,1223173.196997452,2431.57,Policy_Reduction
AUSTRALIA,Oceania,2021,Industry,870811137.0,335909.87,3522.14,Baseline
South Korea,Asia,1999,Energy,1198227967.0,1830886.05919584,,Renewable_Transition
Turkey,Middle East,2000,Residential,286550266.0,812987.7158621682,1038.89,Renewable_Transition
Pakistan,Asia,2005,Agriculture,1448774832.0,2754026.28,285.72,Baseline
South Korea,Asia,2023,Energy,1548794909.0,4589236.4003706295,1499.21,Policy_Reduction
Pakistan,Asia,1999,Transport,1452396303.0,2143172.614230124,706.49,Policy_Reduction
BANGLADESH,Asia,2020,Energy,2050038940.0,850254.3143542093,4257.54,Policy_Reduction
Italy,Europe,2007,Industry,1052381257.0,1580724.3773668397,2952.38,Policy_Reduction
China,Asia,2002,Residential,186689373.0,2399751.2648791387,,High_Growth
Pakistan,Asia,2003,Energy,1479277131.0,2816708.54,,Baseline
Saudi Arabia,Middle East,2021,Energy,1977944090.0,6329349.25510277,1222.76,High_Growth
United Kingdom,Europe,2000,Industry,73457711.0,1244924.6004850508,2334.03,Renewable_Transition
Argentina,South America,2020,Residential,833565959.0,4087917.44,408.66,Baseline
Indonesia,Asia,2007,Agriculture,622713890.0,2580269.89,1575.75,Baseline
Iran,Asia,2020,Energy,960241309.0,1561801.64,2137.1,Baseline
Pakistan,Asia,2013,Energy,1664514856.0,4024182.8000382385,2673.83,Policy_Reduction
Nigeria,Africa,2006,Energy,1422596289.0,2512146.24,180.21,Baseline
Saudi Arabia,Middle East,2020,Agriculture,1886914191.0,8658401.018331097,355.55,High_Growth
Pakistan,Asia,2009,Industry,1560162610.0,2791742.154958648,1312.7,Policy_Reduction
Vietnam,Asia,2014,Industry,378676354.0,1557202.8927131463,2446.76,Renewable_Transition
Russia,Europe,1999,Industry,1289238809.0,1698034.0604648448,1054.67,Renewable_Transition
Canada,North America,2011,Agriculture,921180219.0,1410529.8996468845,847.53,High_Growth
ITALY,Europe,2007,Energy,1052381257.0,1665463.9112941485,9842.38,High_Growth
Japan,Asia,1999,Residential,419188382.0,2619848.98422806,1442.34,High_Growth
Italy,Europe,2010,Industry,,2620543.9607199407,4244.1,High_Growth
Turkey,Middle East,2002,Agriculture,285110859.0,931075.1146778566,817.85,Renewable_Transition
Japan,Asia,2007,Agriculture,464530271.0,3015418.194092033,,Policy_Reduction
Vietnam,Asia,2017,Transport,361136130.0,2202559.434321779,2987.26,High_Growth
UAE,Asia,2009,Industry,925324159.0,3065168.02,5035.19,Baseline
Saudi Arabia,Middle East,2016,Agriculture,1450452746.0,,165.33,Renewable_Transition
United States,North America,2012,Industry,1622846954.0,425099.30420158274,1159.18,Renewable_Transition
Thailand,Asia,1996,Energy,34542734.0,3069500.7893168936,852.36,High_Growth
South Korea,Asia,2010,Energy,1367292275.0,2945166.154707671,4472.38,High_Growth
Turkey,Middle East,2000,Industry,286550266.0,778193.59,3102.3,Baseline
Spain,Europe,2024,Industry,784703979.0,3303468.473878004,6855.08,Policy_Reduction
South Africa,Africa,2021,Residential,608547214.0,1112614.1165873928,595.81,High_Growth
Mexico,North America,1997,Residential,237486421.0,159280.9479216995,326.14,High_Growth
South Africa,Africa,2024,Transport,529229868.0,2277037.6899068635,329.61,Renewable_Transition
Indonesia,Asia,1997,Residential,,,1222.86,Policy_Reduction
SOUTH KOREA,Asia,2003,Agriculture,1326470287.0,2363260.14,371.94,Baseline
UAE,Asia,2021,Residential,864259616.0,4742322.59,2636.12,Baseline
Canada,North America,2002,Industry,811909626.0,,,Policy_Reduction
United States,North America,2005,Residential,1458367678.0,327841.17,,Baseline
Italy,Europe,2007,Agriculture,1052381257.0,1548583.23,1851.13,Baseline
UNITED STATES,North America,1998,Energy,,288029.0220855187,,Renewable_Transition
Iran,Asia,2003,Industry,,655938.11,452.09,Baseline
South Africa,Africa,2006,Industry,451665217.0,1013910.0783370332,1035.26,Policy_Reduction
Canada,North America,2009,Agriculture,875945532.0,1431267.1159556734,782.0,High_Growth
Indonesia,Asia,2017,Industry,679561218.0,4769353.189506389,,High_Growth
South Korea,Asia,2020,Industry,1423497897.0,6621934.57,2024.44,Baseline
Australia,Oceania,2017,Energy,727645537.0,366439.98759754625,7445.15,High_Growth
Canada,North America,2007,Energy,932496714.0,1395340.83,7071.78,Baseline
France,Europe,2006,Residential,,910680.6595340868,611.44,Renewable_Transition
France,Europe,2009,Energy,1561247896.0,991562.1231374046,4880.49,Renewable_Transition
Brazil,South America,2008,Agriculture,474907537.0,3833602.6212496795,1565.11,High_Growth
France,Europe,2017,Energy,,1856278.5786784745,4957.07,High_Growth
Mexico,North America,2000,Residential,238810844.0,164999.92,267.86,Baseline
Philippines,Asia,2005,Energy,146131630.0,4059153.33,6585.9,Baseline
Egypt,Africa,2003,Residential,1125300919.0,3642954.526051957,158.5,Renewable_Transition
United Kingdom,Europe,2024,Energy,95474122.0,4466293.154480436,6728.66,Policy_Reduction
India,Asia,2004,Transport,,1735525.88,2964.87,Baseline
United States,North America,2010,Energy,1526717307.0,508269.5621086235,3956.55,Renewable_Transition
Pakistan,Asia,2022,Agriculture,1725945262.0,4277530.812955236,886.22,High_Growth
Mexico,North America,2009,Transport,283930679.0,316740.95537935576,609.8,High_Growth
Italy,Europe,1998,Energy,925564796.0,1291455.4094554007,8162.15,High_Growth
Saudi Arabia,Middle East,2019,Residential,1976306163.0,5025203.858641904,147.23,Renewable_Transition
UAE,Asia,2024,Energy,1161493722.0,,4947.92,Baseline
Egypt,Africa,2023,Residential,1667361938.0,9606295.269593187,159.23,Policy_Reduction
UAE,Asia,2013,Agriculture,1010020412.0,2872595.257291252,854.92,Renewable_Transition
MEXICO,North America,2005,Transport,277845589.0,224864.1,561.24,Baseline
United Kingdom,Europe,2008,Residential,76271557.0,,1311.9,Baseline
Russia,Europe,2016,Transport,1740702039.0,3570490.147011306,964.28,Renewable_Transition
South Korea,Asia,1995,Agriculture,1174372616.0,1604389.9510204263,303.02,Policy_Reduction
Nigeria,Africa,2022,Agriculture,1562230689.0,4390133.821413686,31.36,Renewable_Transition
UNITED STATES,North America,2009,Residential,1623576063.0,,659.65,Policy_Reduction
Malaysia,Asia,2002,Agriculture,1434687151.0,2650708.7285213405,618.15,Renewable_Transition
